Id,Identifier,Title,Description,Thumbnail,PlaylistIdentifier,ClusterId,SubscriberCount,UpdatedStatisticDate,VideoCount,ViewCount
175,UCs6nmQViDpUw0nuIx9c_WvA,ProgrammingKnowledge,"Hi Guys, 
I have Always been asked to share my code which I use in my video. Answering people’s questions is great, and the feeling you get when you solve a problem always felt good. The only problem I have is making tutorials is a little bit time consuming. It requires planning the subjects that need to be covered, recording the tutorial, editing the video, rendering it and finally uploading it on YouTube. 
So I need your help in Collecting All the codes at one place. I made a website Codebind.com for sharing my code and other programming stuff. But I alone can not do this. So Ask you guys to become contributor to this site. Just Share the code Which you learn by watching Programming Knowledge or You can simply share your Programming Knowledge with others.
What is your Benefit?
1 - Together we can collect all the codes of All my videos and share it with others.
2 - Sharing Knowledge is the biggest learning. By sharing You can understand the concepts better.
CodeBind.com",https://yt3.ggpht.com/ytc/AIdro_l1VGkq9OSa45ncxfq_Pu9zOTc5so2nMWd8f7c29K0rKg=s800-c-k-c0x00ffffff-no-rj,UUs6nmQViDpUw0nuIx9c_WvA,1,1750000,2024-05-20 17:31:40.6055588,3561,288759137
176,UCfx2dro_w4_MyA19Nm5badg,Extern Code,"learn to program from scratch to expert level in C/C++ Languages,Java programming and also prepare for mostly asked coding interview question from cracking the coding interview questions etc.

Source to videos: https://goo.gl/D2637U
and Microsoft academy

I First uploaded C++ combined video and left it for 6-8 months than start receiving request to do same compilation to other videos.
if you are owner please reach out to me I will be glad to remove/whatever your wish might be.

email me: kpasha1234@gmail.com",https://yt3.ggpht.com/ytc/AIdro_nQOg8jSSYrB3u_-NTn3FNi3JyheZvPnZuca__Co30Xoi4=s800-c-k-c0x00ffffff-no-rj,UUfx2dro_w4_MyA19Nm5badg,1,98900,2024-05-20 17:31:40.7426581,177,5311554
177,UCbXgNpp0jedKWcQiULLbDTA,Patrick Loeber,"Free Python and Machine Learning Tutorials!

Hi, I'm Patrick. I’m a passionate Software Engineer who loves Machine Learning, Computer Vision, and Data Science. I create free content in order to help more people get into those fields. If you have any questions, feedback, or comments, just shoot me a message! I am happy to talk to you :)

If you like my content, please subscribe to the channel!

Please check out my website for more information:
https://www.python-engineer.com

If you find these videos useful and would like to support my work you can find me on Patreon:
https://www.patreon.com/patrickloeber

Legal: https://www.python-engineer.com/legal-notice/
",https://yt3.ggpht.com/FrsXA25vVOrWoN7g-UPh5hnZqpskAex0ilQ1LcWUsgtxTtWJAGaD51nMoiptonh_tIprjE9xKQ=s800-c-k-c0x00ffffff-no-rj,UUbXgNpp0jedKWcQiULLbDTA,1,266000,2024-05-20 17:31:40.8123030,206,21264121
178,UC4JX40jDee_tINbkjycV4Sg,Tech With Tim,"Dive into the world of programming, software engineering, machine learning, and all things tech through my channel! I place a strong focus on Python and JavaScript, offering you an array of free resources to kickstart your coding journey and make your mark in the software engineering and programming fields. My mission is to deliver the finest quality tech and programming tutorials online, ensuring you receive top-notch education right at your fingertips.",https://yt3.ggpht.com/ytc/AIdro_k15oXl74WcnpdL-uVBv6IHBgAfXEEnpUiS-IoEyV1auyY=s800-c-k-c0x00ffffff-no-rj,UU4JX40jDee_tINbkjycV4Sg,1,1500000,2024-05-20 17:31:40.8796591,992,142975368
179,UCn7PViUk4beRM7T9o0y7eXg,Michael Shpilt,Check out my channel for advanced C# development Tips and Tricks. Or read about them in my bloc https://michaelscodingspot.com,https://yt3.ggpht.com/ytc/AIdro_lbuUwxHIHQqcdEKIXcbnkS8R3h-29vVo2p194UKWeA1cEx=s800-c-k-c0x00ffffff-no-rj,UUn7PViUk4beRM7T9o0y7eXg,1,125,2024-05-20 17:31:41.0036887,3,49262
180,UC6qj_bPq6tQ6hLwOBpBQ42Q,CodeVault,,https://yt3.ggpht.com/ytc/AIdro_mXcUYPQdKuyanKEsnlIf0E3z6CcyRpSN_x3KTrBm4EUg=s800-c-k-c0x00ffffff-no-rj,UU6qj_bPq6tQ6hLwOBpBQ42Q,1,59100,2024-05-20 17:31:41.0706842,301,7066733
181,UCKu_xF5kVw23457kt3JuMNQ,Code Radiance,"A channel dedicated to programming, technology and game development tutorials.",https://yt3.ggpht.com/7c4ILgwKhWp6bhdC205Nxcphb4CMkIkDke5p6oE-gMmy8kEooHf7LTf4VlxYMRow4vO79KhrWac=s800-c-k-c0x00ffffff-no-rj,UUKu_xF5kVw23457kt3JuMNQ,1,13300,2024-05-20 17:31:41.1956757,279,2152791
182,UCBkoKZ_tgy_yPnN0sD3KeRg,Asp.Net Monsters,"Web and cloud development in .NET. We talk about ASP.NET Core, JavaScript/TypeScript, Azure and more.

Simon Timms is an ancient developer who has worked with Microsoft systems for two decades. He specializes in distributed systems and web development but isn't afraid to turn his hand to whatever comes up.

David Paquette is a software engineer at Microsoft, working on the Azure DevOps team. He's also worked with Microsoft systems for two decades and specializes in full stack web development.
",https://yt3.ggpht.com/ytc/AIdro_loQxXcZIjNotUsVoEOVzbKWcGmJt1oGn-ZygZQJxuv=s800-c-k-c0x00ffffff-no-rj,UUBkoKZ_tgy_yPnN0sD3KeRg,1,4300,2024-05-20 17:31:41.2639701,258,380819
183,UCGjZSsyZY1hce8SsGV1_IHg,A Dev' Story,"Topics for the different stages of a Software Developer life, from Junior Devs to Principal Engineer and beyond!

These have been topics that I've found very important to know both as a programmer, but also when preparing for technical interviews, and when growing as a software developer. I will try to tell them from my life's perspective, with the timeline as playlists, so you will get the full journey on learning Computer Science fundamentals from the basics to more seniority. Or in other words: A Dev' Story :)",https://yt3.ggpht.com/XQzWGps28idKalQnIkrSG9jU1HWeCDN2Jfxw-O_GCy1YmPJMCDtd6JUz0kSBheUPpx4Q3Wcd=s800-c-k-c0x00ffffff-no-rj,UUGjZSsyZY1hce8SsGV1_IHg,1,59500,2024-05-20 17:31:41.3935058,39,1680818
184,UCV26kRmZIQALWhCkO_XKA-Q,Frank Liu,"I am a full stack developer with more than 20 years of development experience. I am excited to share my knowledge through my YouTube channel. In here, I am planning to cover topics related to all aspects of software development. Let me know what you like to see.

I am trying to make my tutorials not only cover the basics but also progressively go deeper into each topic. I really hope they can be helpful.",https://yt3.ggpht.com/ytc/AIdro_mjTSLfLt37RLFpcxAytON2AMLzeHGIUcicjegMBGZJlQ=s800-c-k-c0x00ffffff-no-rj,UUV26kRmZIQALWhCkO_XKA-Q,1,31100,2024-05-20 17:31:41.4551720,196,2288286
185,UCbIT88qSziZzmltG3z2w1oQ,Andrew Eberle,Just an Australian programming one line at a time.,https://yt3.ggpht.com/ytc/AIdro_k4PtZwtDngu331tOsYk5kro15JePHqLCH7u451BRGwzTk=s800-c-k-c0x00ffffff-no-rj,UUbIT88qSziZzmltG3z2w1oQ,1,3320,2024-05-20 17:31:41.5407286,97,1319804
186,UC2J07tM000x5WKburzZIPGw,JR ACADEMY,"Education and learning are birthrights but sometimes money stops us from getting it.

It happened with me and I want to make sure whatever things I know, I can provide to the people who want to learn, teach and create.

And I believe Technology can do miracles, we can solve any problem of the world and more people have access to technology, more we can make this world a better place.

Thanks",https://yt3.ggpht.com/ytc/AIdro_n441AEqz9S7DRf5QIg8ljM_v4PegW7fR22yPCrWoL3ow=s800-c-k-c0x00ffffff-no-rj,UU2J07tM000x5WKburzZIPGw,1,6150,2024-05-20 17:31:41.6681784,58,723785
187,UC4ZVfrsYNgi3WNSQl5IrICQ,Simple Automation Testing,"#qa #sat #testing

Вітаю на каналі про автоматизоване тестування, я Потапов Дмитро і на каналі я ділюся своїм досвідом автоматизованного тестування, розробки допоміжних бібліотек і інтерфейсів, які допомогають організувати код проекту. Основні технології з якими я працюю останні ~10 років це nodejs і javascript.

Метою каналу є показати та розказати про мої погляди на автоматизацію тестування а також поширення знань, також я за дискусійний формат спілкування, якщо Ваші погляди і досвід не співпадають з моїми - з задоволення поспілкуюся в коментарях чи інших публічних ресурсах.
",https://yt3.ggpht.com/ytc/AIdro_mlNNaq-nY4SBAXJkHkv_B5cdtTMtPGBd7OZy0PHqhyfg=s800-c-k-c0x00ffffff-no-rj,UU4ZVfrsYNgi3WNSQl5IrICQ,2,1880,2024-05-13 16:06:25.1554275,80,93719
188,UC80PWRj_ZU8Zu0HSMNVwKWw,Codevolution,Tutorials on the latest tech in web development!,https://yt3.ggpht.com/os7Yw6RimtysXXpc8NrXraci87TjXgZSUQyAezi0D3RrNL3YP5riIwi1-0al4Wz0XwzH6oBu6g=s800-c-k-c0x00ffffff-no-rj,UU80PWRj_ZU8Zu0HSMNVwKWw,1,630000,2024-05-20 17:31:43.1308027,1574,118844603
189,UCYt1sfh5464XaDBH0oH_o7Q,Java Brains,Java and JavaScript Courses and Tutorials,https://yt3.ggpht.com/ytc/AIdro_lmaF_GeniSVq_4f6aXnwrP4GBI6g3EANm3vfs-aGyr1R8=s800-c-k-c0x00ffffff-no-rj,UUYt1sfh5464XaDBH0oH_o7Q,1,663000,2024-05-20 17:31:44.5824569,1683,132670706
190,UCSqAIRXiW8qMrUKbGvLpXKw,ARCTutorials,"ARCTutorials https://arctutorials.com brings you the best of technology tutorials for free. You can get free technical help and advice through us. Just drop your technical queries and we will help you for free.

https://arctutorials.com
",https://yt3.ggpht.com/t0b1HWpDSxydLfqSAUDn9WBvq_N7ZWUJH_BCNSt5jeeG_tzS1pf1Wuoswye4LpcnQB2AT2Mztgg=s800-c-k-c0x00ffffff-no-rj,UUSqAIRXiW8qMrUKbGvLpXKw,1,63700,2024-05-20 17:31:47.5342030,1087,9367864
191,UCbDlgX_613xNMrDqCe3QNEw,Selenium Conference,"SeleniumConf brings Selenium and WebDriver test automation developers & enthusiasts from around the world to share ideas, socialize and work together to improve the quality of the websites and web apps they create.",https://yt3.ggpht.com/BkG1S7XncUSEXIaWv661wTOPh8sZNg5VILP0htyVFghDL-PppP54HZcEdZVRNglYUHcpt_2GLg=s800-c-k-c0x00ffffff-no-rj,UUbDlgX_613xNMrDqCe3QNEw,1,12900,2024-05-20 17:31:47.6025179,286,823986
192,UC8niDiyhAcP8XE8-L5FYVcA,free udemy,"HELLO EVERYONE AND WELCOME TO MY CHANNEL.HERE YOU WILL GET ALL COURSES SUCH AS WEB DEVELOPMENT, DATA SCIENCE, MACHINE LEARNING  etc..",https://yt3.ggpht.com/ytc/AIdro_lNNWdwzfqZIhfIeAcwY8LE1sxu59-CtPZBqfHUtnTfgA=s800-c-k-c0x00ffffff-no-rj,UU8niDiyhAcP8XE8-L5FYVcA,1,2400,2024-05-20 17:31:47.7601958,206,2126
193,UCbi5G5PjWBaQUFy7XU_O7yw,WiseOwlTutorials,"Software training videos from a leading UK-based training company.  Learn useful techniques in Microsoft Excel, Microsoft Power BI, DAX, VBA, Python, Visual C#, Microsoft SQL Server, SQL Server Reporting Services SSRS, SQL Server Integration Services SSIS, Microsoft Access, Microsoft PowerPoint, Microsoft Word and more!",https://yt3.ggpht.com/fnHWBQMBBHevd3bK_mr6snUU-6oUbxBRJdibxIhYoMP-Q7eXPTuCLejfcAQXb0ZZoAr4Fuvu05A=s800-c-k-c0x00ffffff-no-rj,UUbi5G5PjWBaQUFy7XU_O7yw,1,206000,2024-05-20 17:31:47.8937517,663,28689977
194,UCtoDB5EEbt8C9fX72xjacLg,TechBrothersIT,"Tech Brothers video channel provides real time step by step process of learning and providing Information, Scenarios, Real Time Examples about SQL Server, Transact-SQL (TSQL), SQL Server Database Administration (SQL DBA), Business Intelligence (BI), SQL Server Integration Services (SSIS), SQL Server Reporting Services (SSRS) and Data Warehouse (DWH) Concepts, Microsoft Dynamics AX, Team Foundation Server, Microsoft Project Management and other technologies.
",https://yt3.ggpht.com/ytc/AIdro_myAgPRuMSGuXdjmKnbUCkqXABjmyjxEDuO6gLV6N5Qar0=s800-c-k-c0x00ffffff-no-rj,UUtoDB5EEbt8C9fX72xjacLg,1,88500,2024-05-20 17:31:47.9601078,1913,29019240
